adnxs.com ,50
demdex.net ,37
rubiconproject.com ,27
rlcdn.com ,26
casalemedia.com ,22
pixel.rubiconproject.com ,21
bluekai.com ,19
pubmatic.com ,18
dpm.demdex.net ,18
optimizely.com ,17
adsrvr.org ,16
advertising.com ,15
krxd.net ,14
turn.com ,13
openx.net ,13
rfihub.com ,12
revsci.net ,11
geo-um.btrll.com ,11
agkn.com ,11
tapad.com ,10
mathtag.com ,10
criteo.com ,10
ads.linkedin.com ,10
w55c.net ,9
exelator.com ,9
adsymptotic.com ,9
lijit.com ,8
contextweb.com ,8
spotxchange.com ,7
quantserve.com ,7
gwallet.com ,7
pixel-a.sitescout.com ,6
hm.baidu.com ,6
gssprt.jp ,6
d.adroll.com ,6
ad.360yield.com ,6
webhelper.centurylink.com ,5
univide.com ,5
sitescout.com ,5
pippio.com ,5
nexac.com ,5
mookie1.com ,5
1rx.io ,5
www.xfinity.com ,4
www.salesforce.com ,4
visualdna.com ,4
serving-sys.com ,4
ru4.com ,4
owneriq.net ,4
media6degrees.com ,4
liverail.com ,4
go.sonobi.com ,4
everesttech.net ,4
dpx.airpr.com ,4
crwdcntrl.net ,4
chango.com ,4
btrll.com ,4
ads.stickyadstv.com ,4
adaptv.advertising.com ,4
www.foxnews.com ,3
tubemogul.com ,3
tribalfusion.com ,3
trc.taboola.com ,3
trafficjunky.net ,3
s.thebrighttag.com ,3
mxptint.net ,3
mmstat.com ,3
miaozhen.com ,3
irs01.com ,3
innovid.com ,3
hit.gemius.pl ,3
domdex.com ,3
convertro.com ,3
cm.jd.com ,3
bs.serving-sys.com ,3
adx.adform.net ,3
adsnative.com ,3
adskom.com ,3
ads.kiosked.com ,3
adform.net ,3
adfarm1.adition.com ,3
ad-survey.com ,3
3lift.com ,3
yieldlab.net ,2
xapi.xfinity.com ,2
www.zendesk.com ,2
www.wsj.com ,2
www.wittyfeed.com ,2
www.varzesh3.com ,2
www.tripadvisor.com ,2
www.sogou.com ,2
www.shutterstock.com ,2
www.sberbank.ru ,2
www.redtube.com ,2
www.pornhub.com ,2
www.popads.net ,2
www.outbrain.com ,2
www.office.com ,2
www.nytimes.com ,2
www.msn.com ,2
www.microsoft.com ,2
www.linkedin.com ,2
www.instagram.com ,2
www.ifeng.com ,2
www.hp.com ,2
www.hao123.com ,2
www.espn.com ,2
www.bankofamerica.com ,2
www.baidu.com ,2
www.asos.com ,2
www.aol.com ,2
www.adobe.com ,2
www.accuweather.com ,2
weborama.fr ,2
voicefive.com ,2
videostat.com ,2
tremorhub.com ,2
tracking.ad-survey.com ,2
titan.babytree.com ,2
tidaltv.com ,2
tiara.daum.net ,2
tap.rubiconproject.com ,2
sxp.smartclip.net ,2
swid.switchads.com ,2
ssp.adskom.com ,2
ssdcwebtrends.ups.com ,2
spongecell.com ,2
sp1.convertro.com ,2
sofa.bankofamerica.com ,2
smartadserver.com ,2
skimresources.com ,2
send.microadinc.com ,2
reson8.com ,2
recommender.scarabresearch.com ,2
promotion.aliyun.com ,2
prfct.co ,2
netseer.com ,2
netmng.com ,2
ml314.com ,2
media.net ,2
marketing.dropbox.com ,2
m.reachmax.cn ,2
ladsp.com ,2
l.qq.com ,2
jasper.112.2o7.net ,2
ipredictive.com ,2
impdesk.com ,2
imagecurl.com ,2
im-apps.net ,2
ih.adscale.de ,2
gtags.net ,2
gravity.com ,2
fidelity-media.com ,2
eqads.com ,2
engine.phn.doublepimp.com ,2
eloqua.com ,2
ebdr3.com ,2
dmg.digitaltarget.ru ,2
cxense.com ,2
ctnsnet.com ,2
connexity.net ,2
comcast.demdex.net ,2
cdn.tanx.com ,2
c.bing.com ,2
c.appier.net ,2
beacon.walmart.com ,2
atwola.com ,2
at.atwola.com ,2
aexp.demdex.net ,2
adtech.de ,2
adscale.de ,2
ads.yieldmo.com ,2
ads.undertone.com ,2
ads.trafficjunky.net ,2
ads.pubmatic.com ,2
adriver.ru ,2
adobeid-na1.services.adobe.com ,2
adobe.tt.omtrdc.net ,2
adingo.jp ,2
adgrx.com ,2
ad11.adfarm1.adition.com ,2
ad.turn.com ,2
accounts.google.com ,2
abmr.net ,2
3976941.fls.doubleclick.net ,2
zog.link ,1
zndsk.com ,1
zhibo.yesky.com ,1
zdbb.net ,1
yurivideo.com ,1
ynuf.alipay.com ,1
yldbt.com ,1
ykrec.youku.com ,1
ykatr.youku.com ,1
yjtag.yahoo.co.jp ,1
yigao.com ,1
yashi.com ,1
yahooapis.com ,1
yadro.ru ,1
xs3.op.xywy.com ,1
xapads.com ,1
www8.hp.com ,1
www.zippyshare.com ,1
www.zillow.com ,1
www.zergnet.com ,1
www.youku.com ,1
www.yesky.com ,1
www.yelp.com ,1
www.yahoo.com ,1
www.xywy.com ,1
www.xnxx.com ,1
www.xinhuanet.com ,1
www.wix.com ,1
www.wikipedia.org ,1
www.wikimedia.org ,1
www.wikia.com ,1
www.wellsfargo.com ,1
www.weibo.com ,1
www.weebly.com ,1
www.webtretho.com ,1
www.weblio.jp ,1
www.weather.com ,1
www.washingtonpost.com ,1
www.walmart.com ,1
www.vice.com ,1
www.upwork.com ,1
www.umeng.com ,1
www.tumblr.com ,1
www.tudou.com ,1
www.tokopedia.com ,1
www.tistory.com ,1
www.thesaurus.com ,1
www.thepiratebay.org ,1
www.theguardian.com ,1
www.telegraph.co.uk ,1
www.telegram.org ,1
www.taringa.net ,1
www.target.com ,1
www.taboola.com ,1
www.stumbleupon.com ,1
www.sq.cn ,1
www.spotify.com ,1
www.speedtest.net ,1
www.sohu.com ,1
www.softonic.com ,1
www.so.com ,1
www.snapdeal.com ,1
www.slideshare.net ,1
www.skype.com ,1
www.sina.com.cn ,1
www.secureserver.net ,1
www.seasonvar.ru ,1
www.samsung.com ,1
www.roblox.com ,1
www.rednet.cn ,1
www.rarbg.to ,1
www.rambler.ru ,1
www.rakuten.co.jp ,1
www.qq.com ,1
www.putlocker.is ,1
www.pixnet.net ,1
www.pinterest.com ,1
www.people.com.cn ,1
www.paypal.com ,1
www.openload.co ,1
www.onet.pl ,1
www.ok.ru ,1
www.netflix.com ,1
www.naver.com ,1
www.mozilla.org ,1
www.microsoftstore.com ,1
www.mama.cn ,1
www.ltn.com.tw ,1
www.livedoor.com ,1
www.liputan6.com ,1
www.leboncoin.fr ,1
www.kompas.com ,1
www.kaskus.co.id ,1
www.jrj.com.cn ,1
www.irctc.co.in ,1
www.instructure.com ,1
www.infusionsoft.com ,1
www.indeed.com ,1
www.ikea.com ,1
www.icicibank.com ,1
www.huanqiu.com ,1
www.hatenablog.com ,1
www.hatena.ne.jp ,1
www.goodreads.com ,1
www.goo.ne.jp ,1
www.godaddy.com ,1
www.gmw.cn ,1
www.gfycat.com ,1
www.forbes.com ,1
www.flipkart.com ,1
www.etsy.com ,1
www.espncricinfo.com ,1
www.ebay.de ,1
www.ebay.com ,1
www.ebay.co.uk ,1
www.ebay-kleinanzeigen.de ,1
www.dropbox.com ,1
www.diply.com ,1
www.digikala.com ,1
www.daum.net ,1
www.dailymotion.com ,1
www.dailymail.co.uk ,1
www.daikynguyenvn.com ,1
www.cqgseb.cn ,1
www.conservativetribune.com ,1
www.cnet.com ,1
www.chinadaily.com.cn ,1
www.china.com.cn ,1
www.chaturbate.com ,1
www.chase.com ,1
www.capitalone.com ,1
www.caijing.com.cn ,1
www.buzzfeed.com ,1
www.businessinsider.com ,1
www.bukalapak.com ,1
www.box.com ,1
www.booking.com ,1
www.bloomberg.com ,1
www.blog.jp ,1
www.blackboard.com ,1
www.bilibili.com ,1
www.bet365.com ,1
www.bestbuy.com ,1
www.beian.gov.cn ,1
www.behance.net ,1
www.babytree.com ,1
www.alipay.com ,1
www.about.com ,1
www.51yes.com ,1
www.51sole.com ,1
www.51.la ,1
www.360.com ,1
www.2ch.net ,1
www.1905.com ,1
www.1688.com ,1
www.163.com ,1
wrating.com ,1
world.taobao.com ,1
wikimediafoundation.org ,1
westernjournalism.com ,1
webtrends.yccdn.com ,1
web.stat.ws.126.net ,1
wcfbc.net ,1
wa.ui-portal.de ,1
vsc.send.microad.jp ,1
vivaki.demdex.net ,1
videohub.tv ,1
veta.naver.com ,1
vertamedia.com ,1
uzone.id ,1
user.hao123.com ,1
us.battle.net ,1
upornia.org ,1
unrulymedia.com ,1
universal.iperceptions.com ,1
umeng.com ,1
um.mama.cn ,1
tt.omtrdc.net ,1
trustseal.enamad.ir ,1
tru.am ,1
travel.rakuten.co.jp ,1
track.adform.net ,1
tns-counter.ru ,1
titan01.babytree.com ,1
tianyaui.com ,1
theladbiblegroup.com ,1
tenmax.io ,1
tellapart.com ,1
tealiumiq.com ,1
teads.tv ,1
tdrec.youku.com ,1
tap2-cdn.rubiconproject.com ,1
tap-t.rubiconproject.com ,1
tanx.com ,1
tag.crsspxl.com ,1
tag.clrstm.com ,1
t26.net ,1
t.paypal.com ,1
t.brand-server.com ,1
syracuse.com ,1
sunrtb.cn ,1
sumome.com ,1
store.steampowered.com ,1
statsy.net ,1
statse.webtrendslive.com ,1
statis1.mama.cn ,1
static.tacdn.com ,1
sspservice.ad-survey.com ,1
ssp.advg.jp ,1
sso.jrj.com.cn ,1
ssng.netmng.com ,1
srvcs.tumblr.com ,1
sportbets.su ,1
sp.fastclick.net ,1
sojern.com ,1
sociomantic.com ,1
smi2.ru ,1
smaato.net ,1
siteimprove.com ,1
sic.33across.com ,1
shorte.st ,1
shopping.naver.com ,1
sharethrough.com ,1
server.cpmstar.com ,1
servedby.openxmarket.jp ,1
semasio.net ,1
sekindo.com ,1
securedvisit.com ,1
secure.bankofamerica.com ,1
sdc.jrj.com.cn ,1
schibsted.com ,1
scanscout.com ,1
samsungelectronicsamericainc.demdex.net ,1
same.chinadaily.com.cn ,1
samba.tv ,1
s.weibo.com ,1
s.pubmine.com ,1
s.getsmartcontent.com ,1
rutrk.org ,1
rutarget.ru ,1
rtb.com.ru ,1
rtb.4finance.com ,1
roomhub.jp ,1
rockpapershotgun.com ,1
reachmax.cn ,1
rd.rakuten.co.jp ,1
qtmojo.com ,1
px.powerlinks.com ,1
props.id ,1
proparm.jp ,1
prod.trendemon.com ,1
prisacom.com ,1
prisacom.112.2o7.net ,1
presentation-atl1.turn.com ,1
powerlinks.com ,1
pos.baidu.com ,1
portal.office.com ,1
portal.microsoftonline.com ,1
pixnet.cc ,1
pixel.sitescout.com ,1
pixel.prfct.co ,1
pixel-geo.prfct.co ,1
pixanalytics.com ,1
pictela.net ,1
pi.pardot.com ,1
pennlive.com ,1
paypal.d1.sc.omtrdc.net ,1
passport.tianya.cn ,1
passport.cnblogs.com ,1
pardot.com ,1
p2.keywee.co ,1
p.smartertravel.com ,1
oracle.112.2o7.net ,1
oproject.mama.cn ,1
openstat.net ,1
onesignal.com ,1
omnitagjs.com ,1
nzaza.com ,1
nxtck.com ,1
nv1.veta.naver.com ,1
nr-data.net ,1
nomnommedia.com ,1
nnn.ru ,1
nexage.com ,1
news.cn ,1
newapp.39.net ,1
net.finam.ru ,1
nanigans.com ,1
n210adserv.com ,1
myhard.com ,1
my.asos.com ,1
mmtro.com ,1
mfasa.chase.com ,1
metrigo.com ,1
meta.wikimedia.org ,1
mediav.com ,1
mediaplex.com ,1
mediabong.net ,1
mc.yandex.ru ,1
maxmind.com ,1
matome.naver.jp ,1
masslive.com ,1
marinsm.com ,1
main.ebayrtm.com ,1
lytics.io ,1
logly.co.jp ,1
login1.capitalone.com ,1
login.microsoftonline.com ,1
login.live.com ,1
login.bloomberg.com ,1
log.bitauto.com ,1
livedoor.com ,1
linksynergy.com ,1
link.krxd.net ,1
ligadx.com ,1
liftable.com ,1
lbcwamfactory.solution.weborama.fr ,1
latour.taobao.com ,1
kn3.net ,1
kau.li ,1
kakakucom.112.2o7.net ,1
jumptap.com ,1
js.leadin.com ,1
jeded.com ,1
ipromote.com ,1
iplocation.zoho.com ,1
ioam.de ,1
interstateanalytics.com ,1
interest.mix.sina.com.cn ,1
intentiq.com ,1
insightexpressai.com ,1
in.zog.link ,1
images4et.com ,1
images.rednet.cn ,1
ibbe.group-ib.ru ,1
ib.mookie1.com ,1
ias.rakuten.co.jp ,1
ht.redtube.com ,1
hlserve.com ,1
highwebmedia.com ,1
heapanalytics.com ,1
hatenanews.com ,1
hatena.com ,1
hao123.baidu.com ,1
grp11.ias.rakuten.co.jp ,1
grp10.ias.rakuten.co.jp ,1
global.ib-ibi.com ,1
gha.ebay.com ,1
gfkey.com ,1
getrockerbox.com ,1
gentags.net ,1
g.yccdn.com ,1
fout.jp ,1
flashtalking.com ,1
fitnessrestored.com ,1
fastclick.net ,1
fastapi.net ,1
fast.wistia.com ,1
eyereturn.com ,1
eyeota.net ,1
exoticads.com ,1
ew3.io ,1
et.nytimes.com ,1
er.criteo.com ,1
engine.adzerk.net ,1
engine.a.redditmedia.com ,1
embed.xinhuanet.com ,1
emailretargeting.com ,1
ec.weebly.com ,1
ebayrtm.com ,1
ebayinc.demdex.net ,1
ebayimg.com ,1
eas5.emediate.eu ,1
dyntrk.com ,1
dw.wmt.co ,1
dsp.linksynergy.com ,1
dropboxstatic.com ,1
dotomi.com ,1
dolphin.deliver.ifeng.com ,1
dmtry.com ,1
displayads.walmart.com ,1
dianomi.com ,1
deqwas.net ,1
de.tynt.com ,1
daumdn.com ,1
datacollect3.abtasty.com ,1
data.bilibili.com ,1
data.auto.sina.com.cn ,1
d-test.39.net ,1
ctags.cn ,1
cstatic.weborama.fr ,1
csr.onet.pl ,1
crsspxl.com ,1
creative.wwwpromoter.com ,1
cre.mix.sina.com.cn ,1
cpx.to ,1
counter.pixplug.in ,1
content.asos-media.com ,1
content.ad ,1
config.parsely.com ,1
company-target.com ,1
comcastresidentialservices.tt.omtrdc.net ,1
collector-sp.stumbleupon.com ,1
collector-pxss13u803.perimeterx.net ,1
collective-media.net ,1
cloudflare.com ,1
client.perimeterx.net ,1
client.a.pxi.pub ,1
clickonometrics.pl ,1
cig.com.cn ,1
cdn.taboola.com ,1
cdn.at.atwola.com ,1
cardlytics.com ,1
capitaloneservices.tt.omtrdc.net ,1
cacafly.net ,1
c1.microsoft.com ,1
c.msn.com ,1
c.la2w2.salesforceliveagent.com ,1
bumlam.com ,1
btttag.com ,1
bttrack.com ,1
browser-update.org ,1
boxcdn.net ,1
bluecava.com ,1
blog.hatena.ne.jp ,1
bizible.com ,1
bit.ly ,1
bigmining.com ,1
bidswitch.net ,1
bid.run ,1
bfmio.com ,1
beta.speedtest.net ,1
beijing.bitauto.com ,1
bannersvideo.com ,1
baltar.dimml.io ,1
baifendian.com ,1
badges.instagram.com ,1
b.aol.com ,1
b-aws.aol.com ,1
aws.amazon.com ,1
autotuneonline.com ,1
ati-host.net ,1
atemda.com ,1
atdmt.com ,1
asoscomltd.tt.omtrdc.net ,1
asianmedia.com ,1
ashiato.travel.rakuten.co.jp ,1
asa.allegro.pl ,1
app.link ,1
app.box.com ,1
app-lon04.marketo.com ,1
api.unthem.com ,1
angsrvr.com ,1
an.yandex.ru ,1
amazonwebservices.d2.sc.omtrdc.net ,1
amazon-adsystem.com ,1
amateurok.com ,1
altfarm.mediaplex.com ,1
allegrostatic.com ,1
afy11.net ,1
affinity.com ,1
advg.jp ,1
adventori.com ,1
adtechus.com ,1
adtdp.com ,1
adsniper.ru ,1
ads2.contentabc.com ,1
ads.syracuse.com ,1
ads.pennlive.com ,1
ads.masslive.com ,1
ads.deliverimp.com ,1
ads.csdn.net ,1
admedia.com ,1
admaym.com ,1
admaster.com.cn ,1
adjust-net.jp ,1
adhigh.net ,1
adforgeinc.com ,1
adfarm.mediaplex.com ,1
adbrn.com ,1
adblade.com ,1
adbetnet.advertserve.com ,1
ad8.adfarm1.adition.com ,1
ad2.adfarm1.adition.com ,1
ad.daum.net ,1
ad.adriver.ru ,1
acuityplatform.com ,1
action.media6degrees.com ,1
acint.net ,1
abtasty.com ,1
88.214.193.98 ,1
8.jrj.com.cn ,1
7535253115.log.optimizely.com ,1
6sc.co ,1
6212760188.log.optimizely.com ,1
526710254.log.optimizely.com ,1
3972534047.log.optimizely.com ,1
3338050995.log.optimizely.com ,1
254a.com ,1
2129670914.log.optimizely.com ,1
1dmp.io ,1
146312396.log.optimizely.com ,1
1425218314.log.optimizely.com ,1
